distance,radeg,raerr,decl,decerr,RHJD,Airmass,Vphot,BVphot,UBphot,VRphot,RIphot,VIphot,Usat,Bsat,Vsat,Rsat,Isat,V,eV,B-V,eB-V,U-B,eU-B,V-R,eV-R,R-I,eR-I,V-I,eV-I,Vzero,BVzero,UBzero,VRzero,RIzero,VIzero,fieldID,source
1.8,47.0427407,0,40.9559725,0,55986.6001,1.217,0,0,0,0,0,0,0,0,0,0,0,2.119,0.001,0.023,0.001,99.999,9.999,-0.024,0.001,0.055,0.001,0.018,0.001,-0.028,-0.032,0,0,-0.018,-0.009, 0000100045,28
2.2,47.0429243,0,40.9559665,0,55986.671,1.692,0,0,0,0,0,0,0,0,0,0,0,2.208,0.001,0.124,0.002,99.999,9.999,0.062,0.001,-0.02,0.001,0.033,0.001,-0.086,-0.087,0,-0.03,0.015,-0.011, 0007900027,28
3.8,47.043473,0,40.9561636,0,55987.5843,1.17,0,0,0,0,0,0,0,0,0,0,0,2.143,0.001,-0.048,0.002,99.999,9.999,-0.042,0.001,0.063,0.001,0.024,0.001,0.161,-0.005,0,0.036,0.032,0.058, 0000100045,28
1.9,47.041614,0,40.955381,0,55987.5864,1.17,0,0,0,0,0,0,0,0,0,0,0,2.138,0.001,0.036,0.002,99.999,9.999,-0.049,0.001,0.079,0.001,0.032,0.001,0.161,-0.005,0,0.036,0.032,0.058, 0000100045,28
1.1,47.0426415,0,40.9556225,0,55987.6675,1.685,0,0,0,0,0,0,0,0,0,0,0,2.186,0.001,0.026,0.002,99.999,9.999,-0.084,0.002,0.155,0.002,0.052,0.001,0.164,-0.04,0,-0.016,0.047,0.043, 0007900027,28
1.5,47.0421955,0,40.9552435,0,55989.6608,1.674,0,0,0,0,0,0,0,0,0,0,0,3.102,0.002,0.016,0.004,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,0.505,-0.339,0,0.153,0.022,0.159, 0007900028,28
3.8,47.0435295,0,40.9560812,0,55990.6579,1.671,0,0,0,0,0,0,0,0,0,0,0,2.145,0.001,0.038,0.002,99.999,9.999,99.999,9.999,99.999,9.999,0.037,0.001,-0.045,-0.027,0,0.003,-0.004,-0.02, 0007900028,28
3.8,47.0435295,0,40.9560812,0,55990.6579,1.673,0,0,0,0,0,0,0,0,0,0,0,2.142,0.001,-0.028,0.001,99.999,9.999,-0.028,0.001,0.049,0.001,0.034,0.001,-0.045,-0.027,0,0.003,-0.004,-0.02, 0007900028,28
2.2,47.0422815,0,40.955044,0,56000.6302,1.681,0,0,0,0,0,0,0,0,0,0,0,2.145,0.001,0.006,0.002,99.999,9.999,-0.065,0.001,99.999,9.999,99.999,9.999,-0.036,-0.03,0,-0.012,-0.005,0.027, 0007900028,28
3,47.0429795,0,40.9562792,0,56000.6315,1.688,0,0,0,0,0,0,0,0,0,0,0,2.171,0.001,-0.021,0.002,99.999,9.999,-0.009,0.001,0.056,0.001,-0.002,0.001,-0.036,-0.03,0,-0.012,-0.005,0.027, 0007900028,28
0.6,47.042189,0,40.9554977,0,56001.6303,1.704,0,0,0,0,0,0,0,0,0,0,0,2.211,0.002,0.07,0.002,99.999,9.999,-0.027,0.002,0.071,0.003,0.032,0.002,0.44,-0.383,0,0.047,0.067,0.124, 0007900028,28
0.3,47.0422222,0,40.955575,0,56002.6256,1.683,0,0,0,0,0,0,0,0,0,0,0,2.155,0.001,0.005,0.001,99.999,9.999,-0.005,0.001,-0.001,0.001,-0.008,0.001,-0.032,-0.063,0,-0.013,0.015,0, 0000200009,28
0.5,47.0421777,0,40.9555225,0,56003.6242,1.697,0,0,0,0,0,0,0,0,0,0,0,2.298,0.001,-0.078,0.001,99.999,9.999,0.108,0.001,0.074,0.001,0.109,0.001,-0.095,-0.037,0,-0.053,-0.041,-0.028, 0007900002,28
0.5,47.0421783,0,40.9555238,0,56009.6096,1.718,0,0,0,0,0,0,0,0,0,0,0,2.236,0.001,-0.008,0.002,99.999,9.999,-0.045,0.001,0.013,0.001,-0.005,0.001,-0.083,-0.031,0,0.049,-0.014,0.001, 0000900002,28
0.4,47.0422333,0,40.9555433,0,56010.6037,1.684,0,0,0,0,0,0,0,0,0,0,0,2.199,0.001,-0.004,0.001,99.999,9.999,0.091,0.001,0.002,0.001,0.074,0.001,-0.059,-0.033,0,-0.021,0.016,0.007, 0000200009,28
0.3,47.0422237,0,40.9555825,0,56011.601,1.685,0,0,0,0,0,0,0,0,0,0,0,2.12,0.001,0.029,0.001,99.999,9.999,0.003,0.001,-0.001,0.001,0.005,0.001,-0.024,-0.056,0,0.004,0.018,0.015, 0000200009,28
0.3,47.0422,0,40.9555687,0,56013.5982,1.714,0,0,0,0,0,0,0,0,0,0,0,2.187,0.001,0.005,0.002,99.999,9.999,0.105,0.001,0.023,0.001,0.087,0.001,-0.056,-0.006,0,-0.04,0.03,0.026, 0000900002,28
0.5,47.0420898,0,40.9555467,0,56014.5986,1.748,0,0,0,0,0,0,0,0,0,0,0,2.146,0.001,0.015,0.002,99.999,9.999,0.063,0.001,0,0.001,0.068,0.001,-0.068,-0.052,0,-0.021,0.015,-0.016, 0000801747,28
0.4,47.042241,0,40.9555468,0,56015.6,1.798,0,0,0,0,0,0,0,0,0,0,0,2.807,0.002,0.05,0.003,99.999,9.999,0.045,0.003,0.09,0.003,0.126,0.003,-0.046,-0.007,0,-0.034,0.008,-0.026, 0000900002,28
0.4,47.0422093,0,40.9555358,0,56016.5915,1.731,0,0,0,0,0,0,0,0,0,0,0,2.14,0.001,-0.056,0.002,99.999,9.999,0.016,0.002,0.092,0.002,0.064,0.001,0.035,-0.035,0,0.024,-0.046,0.017, 0000200009,28
0.5,47.0422028,0,40.9555108,0,56017.5846,1.686,0,0,0,0,0,0,0,0,0,0,0,2.195,0.001,0.035,0.002,99.999,9.999,0.054,0.001,0.012,0.001,0.062,0.001,-0.048,-0.082,0,0.037,-0.02,0.015, 0000100050,28
1.2,47.042495,0,40.955384,0,56018.587,1.743,0,0,0,0,0,0,0,0,0,0,0,2.169,0.001,0.005,0.001,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-0.026,-0.07,0,0,0,0, 0000100044,28
1.2,47.042176,0,40.955316,0,56018.5882,1.753,0,0,0,0,0,0,0,0,0,0,0,2.204,0.001,0.115,0.001,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-0.091,-0.145,0,0,0,0, 0000100044,28
0.3,47.0423458,0,40.9556697,0,56659.6474,1.01,0,0,0,0,0,0,0,0,0,0,0,2.084,0.002,0.057,0.002,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,0.023,-0.137,0,0,0,0, 0000801930,28
0.1,47.0422303,0,40.955614,0,56902.8907,1.001,0,0,0,0,0,0,0,1,0,0,0,2.169,0.001,0.152,0.001,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,0.014,0.082,0,0,0,0, 0005600062,45
0.7,47.0422819,0,40.9558581,0,57036.754,1.076,0,0,0,0,0,0,0,0,0,0,0,2.173,0.002,0.012,0.002,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,0.268,-0.129,0,0,0,0, 0005600090,40
0.1,47.0421626,0,40.9556662,0,57046.7276,1.076,0,0,0,0,0,0,0,0,0,0,0,2.108,0.001,0.102,0.001,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,0.102,-0.149,0,0,0,0, 0005600090,40
